time	cwndsize
0.00123709	2
0.00251596	3
0.00283217	4
0.00360106	5
0.00448827	6
0.00486463	7
0.00535233	8
0.00606677	9
0.00732802	10
0.00936264	11
0.0099792	12
0.0103762	13
0.0107048	14
0.0110255	15
0.0113336	16
0.0116144	17
0.011892	18
0.0121702	19
0.0124503	20
0.0127673	21
0.0131364	22
0.0134586	23
0.013774	24
0.0141004	25
0.0143899	26
0.0162782	27
0.016654	28
0.0208579	29
0.0253922	30
0.0268816	31
0.0276584	32
0.0279226	33
0.0281356	34
0.0283458	35
0.0285514	36
0.0287635	37
0.028982	38
0.0291872	39
0.0293353	40
0.0299336	41
0.0309694	42
0.0330242	43
0.0333692	44
0.0336807	45
0.0339153	46
0.0342235	47
0.0347246	48
0.0352024	49
0.0354879	50
0.0357807	51
0.0361907	52
0.0363371	53
0.0364659	54
0.0365863	55
0.0367106	56
0.0368371	57
0.0369704	58
0.0370934	59
0.0372346	60
0.0373621	61
0.037486	62
0.0376061	63
0.037734	64
0.0378558	65
0.0379751	66
0.0381009	67
0.0382586	68
0.0384658	69
0.0386103	70
0.0387976	71
0.0390228	72
0.0392786	73
0.039356	74
0.0394297	75
0.0395039	76
0.039578	77
0.0396502	78
0.0397254	79
0.0398129	80
0.0398838	81
0.0399589	82
0.0400569	83
0.0401714	84
0.040276	85
0.040389	86
0.0404971	87
0.0406177	88
0.0421347	89
0.0433904	90
0.0499054	91
0.0500843	92
0.0501948	93
0.0502868	94
0.050378	95
0.0504802	96
0.0505733	97
0.0506717	98
0.0507392	99
0.0508029	100
0.0508686	101
0.0509337	102
0.0509964	103
0.0510612	104
0.0511262	105
0.0511911	106
0.0512627	107
0.0513395	108
0.0514065	109
0.0664099	110
0.0702562	111
0.0704183	112
0.070528	113
0.0706311	114
0.0707349	115
0.07083	116
0.0709283	117
0.071027	118
0.0711243	119
0.0712165	120
0.0713127	121
0.0714147	122
0.071521	123
0.071627	124
0.0717643	125
0.0718712	126
0.0719834	127
0.0720945	128
0.0722005	129
0.0723126	130
0.0724117	131
0.0725138	132
0.0726226	133
0.072727	134
0.0728307	135
0.0729427	136
0.0730501	137
0.0731615	138
0.0732597	139
0.0733704	140
0.0734811	141
0.0735881	142
0.0737364	143
0.0739636	144
0.074168	145
0.0742839	146
0.0743955	147
0.0745099	148
0.0746238	149
0.0747325	150
0.0748402	151
0.0761051	152
0.08281	153
0.0830017	154
0.0831255	155
0.0832374	156
0.0833415	157
0.0834448	158
0.0835473	159
0.0836545	160
0.0837618	161
0.0838655	162
0.0839683	163
0.0840745	164
0.0841947	165
0.0844114	166
0.0847556	167
0.0853285	168
0.0855285	169
0.0856503	170
0.0859271	171
0.086386	172
0.0865273	173
0.0866368	174
0.0867436	175
0.0868551	176
0.0869916	177
0.0871175	178
0.0872518	179
0.0873901	180
0.0875364	181
0.0876997	182
0.0878393	183
0.087989	184
0.088139	185
0.0882681	186
0.088409	187
0.0885239	188
0.0886321	189
0.0887476	190
0.088862	191
0.0889939	192
0.0891273	193
0.0892944	194
0.0894417	195
0.0895714	196
0.089707	197
0.0898718	198
0.0900198	199
0.0901877	200
0.0904047	201
0.0905498	202
0.0907049	203
0.0908638	204
0.0910109	205
0.0911717	206
0.0913325	207
0.0914895	208
0.0916479	209
0.0918177	210
0.0920131	211
0.0922097	212
0.0923766	213
0.0925458	214
0.092713	215
0.0928901	216
0.0930676	217
0.0932383	218
0.0934014	219
0.0935662	220
0.0937391	221
0.0940102	222
0.0948458	223
0.0958578	224
0.0966452	225
0.096867	226
0.0970995	227
0.0976935	228
0.0983683	229
0.0990125	230
0.099553	231
0.0996943	232
0.0998249	233
0.0999521	234
0.100076	235
0.101052	236
0.102933	237
0.110105	238
0.12294	239
0.123181	240
0.123308	241
0.123419	242
0.123533	243
0.123643	244
0.123753	245
0.123862	246
0.123986	247
0.124096	248
0.124208	249
0.124321	250
0.124437	251
0.124549	252
0.12466	253
0.124773	254
0.124924	255
0.12504	256
0.125154	257
0.125273	258
0.125397	259
0.125515	260
0.125636	261
0.125775	262
0.125895	263
0.126016	264
0.126137	265
0.12626	266
0.126378	267
0.126501	268
0.126638	269
0.126761	270
0.126882	271
0.127005	272
0.127128	273
0.127248	274
0.127373	275
0.127514	276
0.127644	277
0.12776	278
0.127876	279
0.127987	280
0.128094	281
0.128198	282
0.128312	283
0.128455	284
0.128687	285
0.129526	286
0.129814	287
0.130496	288
0.130739	289
0.130902	290
0.131054	291
0.131187	292
0.131318	293
0.131451	294
0.131588	295
0.131729	296
0.131857	297
0.132001	298
0.132129	299
0.132262	300
0.132403	301
0.132566	302
0.132703	303
0.132838	304
0.13298	305
0.133118	306
0.133254	307
0.137019	308
0.137674	309
0.138094	310
0.138257	311
0.138418	312
0.138562	313
0.138702	314
0.138841	315
0.13898	316
0.139124	317
0.139263	318
0.139403	319
0.139544	320
0.139686	321
0.139828	322
0.139966	323
0.140109	324
0.14025	325
0.140393	326
0.140532	327
0.140682	328
0.140829	329
0.141071	330
0.141328	331
0.141597	332
0.14187	333
0.142119	334
0.142434	335
0.142708	336
0.142903	337
0.143067	338
0.143256	339
0.143599	340
0.143888	341
0.144187	342
0.144401	343
0.144587	344
0.144735	345
0.144923	346
0.145162	347
0.145411	348
0.149279	349
0.149569	350
0.1498	351
0.150065	352
0.150318	353
0.150475	354
0.150711	355
0.150862	356
0.151005	357
0.151149	358
0.151293	359
0.15144	360
0.15158	361
0.151717	362
0.151856	363
0.151991	364
0.152141	365
0.152278	366
0.152418	367
0.152554	368
0.152693	369
0.152833	370
0.153144	371
0.154107	372
0.155312	373
0.155822	374
0.156014	375
0.156176	376
0.156333	377
0.156485	378
0.156633	379
0.156784	380
0.156945	381
0.157099	382
0.157291	383
0.157452	384
0.157609	385
0.157767	386
0.157922	387
0.158079	388
0.158257	389
0.158418	390
0.158571	391
0.158731	392
0.158886	393
0.159048	394
0.159186	395
0.159343	396
0.159494	397
0.159642	398
0.159808	399
0.159998	400
0.160173	401
0.160398	402
0.16058	403
0.160762	404
0.160958	405
0.161139	406
0.161326	407
0.161507	408
0.161707	409
0.16192	410
0.162106	411
0.162292	412
0.162483	413
0.162688	414
0.162866	415
0.163041	416
0.163224	417
0.163437	418
0.16363	419
0.164417	420
0.165206	421
0.166164	422
0.166495	423
0.166752	424
0.167006	425
0.16724	426
0.167487	427
0.169068	428
0.169431	429
0.169941	430
0.170386	431
0.170774	432
0.171027	433
0.171236	434
0.171452	435
0.171683	436
0.171883	437
0.172081	438
0.172297	439
0.17251	440
0.172724	441
0.172961	442
0.173195	443
0.173406	444
0.173611	445
0.173817	446
0.174056	447
0.174259	448
0.174445	449
0.174621	450
0.174818	451
0.174996	452
0.17518	453
0.175389	454
0.175566	455
0.175751	456
0.17594	457
0.176121	458
0.176299	459
0.176474	460
0.176658	461
0.176835	462
0.177025	463
0.177204	464
0.177376	465
0.177575	466
0.177759	467
0.177966	468
0.178178	469
0.178405	470
0.178606	471
0.17881	472
0.179016	473
0.179246	474
0.17945	475
0.179656	476
0.179849	477
0.180033	478
0.180221	479
0.180397	480
0.18058	481
0.180763	482
0.180985	483
0.181168	484
0.181364	485
0.181565	486
0.18177	487
0.182057	488
0.18231	489
0.182527	490
0.182753	491
0.182958	492
0.183191	493
0.184607	494
0.186207	495
0.186616	496
0.186826	497
0.187019	498
0.18724	499
0.187433	500
0.187627	501
0.187812	502
0.187995	503
0.188188	504
0.188389	505
0.188572	506
0.188759	507
0.188969	508
0.189162	509
0.189347	510
0.18954	511
0.189737	512
0.189925	513
0.190152	514
0.190401	515
0.190688	516
0.191054	517
0.191462	518
0.191721	519
0.191924	520
0.192121	521
0.192311	522
0.192522	523
0.192746	524
0.192981	525
0.193189	526
0.193397	527
0.193594	528
0.193789	529
0.193988	530
0.194213	531
0.194411	532
0.194598	533
0.194802	534
0.195036	535
0.195296	536
0.195545	537
0.196334	538
0.197518	539
0.198329	540
0.198651	541
0.198861	542
0.19907	543
0.199275	544
0.199511	545
0.200466	546
0.200868	547
0.201161	548
0.201409	549
0.201646	550
0.201877	551
