segment	time	rtt	rttvar	srtt	rto
71	0.741882	108.213	6.85303	105.375	200
72	0.743169	108.365	6.80914	105.392	200
73	0.744344	109.488	6.7783	105.415	200
74	0.745475	110.3	6.75679	105.443	200
75	0.745837	107.972	6.70875	105.457	200
76	0.74689	108.887	6.67311	105.476	200
77	0.752467	113.118	6.68365	105.517	200
78	0.752975	113.209	6.6946	105.559	200
79	0.758792	118.834	6.76613	105.631	200
80	0.759515	119.307	6.84123	105.706	200
81	0.760227	119.727	6.91928	105.782	200
82	0.761039	120.53	7.00082	105.859	200
83	0.761598	120.829	7.08384	105.937	200
84	0.765495	123.93	7.19748	106.03	200
85	0.766191	124.622	7.31617	106.127	200
86	0.76652	124.204	7.42826	106.221	200
87	0.766838	124.091	7.53702	106.315	200
88	0.767214	123.496	7.63346	106.4	200
89	0.767558	123.681	7.72994	106.487	200
90	0.767921	123.622	7.82399	106.572	200
91	0.768335	123.434	7.91437	106.657	200
92	0.768622	123.659	8.00525	106.742	200
93	0.832637	103.319	7.95942	106.725	200
94	0.834043	103.907	7.90998	106.711	200
95	0.83503	104.889	7.85144	106.702	200
96	0.835769	105.223	7.79018	106.695	200
97	0.83704	105.492	7.72684	106.689	200
98	0.837902	105.639	7.66264	106.684	200
99	0.838382	106.021	7.59534	106.681	200
100	0.839209	106.073	7.52815	106.678	200
101	0.84024	106.33	7.46167	106.677	200
102	0.840939	106.956	7.39517	106.678	200
103	0.841845	107.002	7.32969	106.68	200
104	0.84309	107.443	7.26889	106.683	200
105	0.844098	107.628	7.21034	106.687	200
106	0.845296	108.731	7.16249	106.697	200
107	0.846248	108.597	7.11377	106.706	200
108	0.848116	110.166	7.08115	106.721	200
109	0.848519	109.706	7.04458	106.734	200
110	0.848878	110.013	7.01095	106.749	200
111	0.852279	112.587	7.00048	106.775	200
112	0.856443	115.851	7.01901	106.816	200
113	0.857647	116.93	7.04664	106.861	200
114	0.858506	116.754	7.07206	106.905	200
115	0.859043	116.938	7.09758	106.948	200
116	0.859397	115.928	7.11381	106.987	200
117	0.859747	116.185	7.13177	107.027	200
118	0.860179	115.578	7.14401	107.063	200
119	0.860519	114.822	7.14931	107.097	200
120	0.860873	114.818	7.15424	107.13	200
121	0.861209	115.077	7.16107	107.164	200
122	0.861706	114.595	7.16332	107.195	200
123	0.862595	109.824	7.12553	107.206	200
124	0.863313	110.06	7.08993	107.218	200
125	0.863713	110.383	7.05722	107.231	200
126	0.864645	105.472	7.01307	107.224	200
127	0.865549	105.691	6.96741	107.218	200
128	0.86706	106.547	6.91493	107.215	200
129	0.86853	107.795	6.86215	107.217	200
130	0.870303	109.03	6.82143	107.225	200
131	0.874972	113.004	6.81302	107.248	200
132	0.875486	109.641	6.77737	107.258	200
133	0.875885	109.901	6.74404	107.268	200
134	0.87662	110.202	6.71331	107.28	200
135	0.877358	110.625	6.68614	107.294	200
136	0.878294	111.139	6.66323	107.309	200
137	0.879328	112.168	6.64868	107.329	200
138	0.879813	112.449	6.63674	107.349	200
139	0.880227	112.531	6.62538	107.369	200
140	0.880928	112.861	6.61653	107.39	200
141	0.881579	113.47	6.61234	107.414	200
142	0.882524	114.077	6.61273	107.44	200
143	0.88314	114.407	6.6155	107.467	200
144	0.936174	103.184	6.59728	107.451	200
145	0.936676	103.672	6.57526	107.436	200
146	0.937676	103.257	6.5571	107.42	200
147	0.938116	102.805	6.54239	107.403	200
148	0.939657	103.593	6.52169	107.388	200
149	0.940089	103.938	6.49842	107.375	200
150	0.941081	103.756	6.47661	107.361	200
151	0.941885	103.723	6.4551	107.348	200
152	0.942869	104.226	6.42985	107.336	200
153	0.943906	104.41	6.4033	107.325	200
154	0.94499	105.414	6.37026	107.318	200
155	0.945792	105.249	6.33863	107.31	200
156	0.946276	105.046	6.30867	107.302	200
157	0.947126	104.992	6.27926	107.293	200
158	0.952386	110.056	6.2534	107.303	200
159	0.95299	109.616	6.22443	107.312	200
160	0.956561	112.092	6.21381	107.329	200
161	0.957043	111.451	6.19843	107.345	200
162	0.957539	110.96	6.17943	107.358	200
163	0.958083	111.412	6.16425	107.372	200
164	0.958567	110.207	6.14047	107.382	200
165	0.959007	110.263	6.11719	107.393	200
166	0.95956	110.464	6.09543	107.404	200
167	0.960357	111.196	6.07898	107.417	200
168	0.961123	108.518	6.04342	107.421	200
169	0.961591	104.892	6.01832	107.412	200
170	0.961998	104.095	5.99903	107.4	200
171	0.96303	104.24	5.97875	107.389	200
172	0.964098	105.175	5.95261	107.381	200
173	0.964976	105.686	5.92305	107.375	200
174	0.966341	106.713	5.88652	107.373	200
175	0.968134	108.145	5.851	107.376	200
176	0.96916	109.11	5.82241	107.382	200
177	0.970549	110.098	5.80083	107.391	200
178	0.972074	111.365	5.78814	107.405	200
179	0.973596	112.548	5.78366	107.423	200
180	0.975068	113.585	5.78629	107.444	200
181	0.976135	114.617	5.79566	107.469	200
182	0.97693	114.941	5.80698	107.494	200
183	0.977447	114.633	5.81599	107.518	200
184	0.978248	114.691	5.82516	107.542	200
185	0.979152	115.217	5.83766	107.568	200
186	0.97965	115.628	5.85268	107.595	200
187	0.981252	116.172	5.87108	107.624	200
188	0.982377	116.469	5.89117	107.654	200
189	0.983475	116.026	5.90794	107.682	200
190	0.983779	115.035	5.91744	107.707	200
191	0.984247	115.403	5.92915	107.732	200
192	0.985133	114.615	5.93542	107.755	200
193	0.985875	110.668	5.91554	107.764	200
194	0.987106	111.446	5.90085	107.776	200
195	0.987602	111.469	5.88632	107.788	200
196	0.988526	112.176	5.87646	107.803	200
197	0.989231	112.436	5.86828	107.818	200
198	0.99006	112.491	5.86042	107.834	200
199	0.990795	112.252	5.85093	107.848	200
200	0.991461	111.844	5.83904	107.861	200
201	0.992369	112.684	5.83252	107.876	200
202	0.993253	113.309	5.82996	107.894	200
203	0.99419	113.821	5.83058	107.913	200
204	0.994999	113.941	5.83185	107.932	200
205	0.995758	114.045	5.83365	107.952	200
206	0.996683	114.958	5.84117	107.974	200
207	0.997323	114.688	5.84676	107.996	200
208	0.998017	114.761	5.85265	108.017	200
209	1.03997	103.479	5.84444	108.003	200
210	1.04043	103.552	5.83573	107.989	200
211	1.0415	104.478	5.8212	107.978	200
212	1.04258	104.641	5.80567	107.968	200
213	1.04352	105.122	5.78717	107.959	200
214	1.04596	106.016	5.76314	107.953	200
215	1.04662	106.321	5.73732	107.948	200
216	1.04794	107.58	5.70376	107.947	200
217	1.05327	111.918	5.69293	107.959	200
218	1.05588	113.724	5.69338	107.977	200
219	1.05675	113.637	5.69318	107.995	200
220	1.05732	113.196	5.69018	108.011	200
221	1.05784	113.63	5.68975	108.028	200
222	1.05848	113.266	5.687	108.044	200
223	1.05886	112.818	5.68143	108.058	200
224	1.05919	112.72	5.67521	108.072	200
225	1.05997	112.613	5.66829	108.086	200
226	1.06079	113.327	5.66569	108.102	200
227	1.06176	108.981	5.6365	108.105	200
228	1.06246	109.18	5.60868	108.108	200
229	1.06342	106.542	5.58403	108.103	200
230	1.06443	107.125	5.55662	108.101	200
231	1.06575	107.947	5.52446	108.1	200
232	1.0676	109.729	5.50127	108.105	200
233	1.06891	110.575	5.48322	108.112	200
234	1.07041	111.612	5.47142	108.123	200
235	1.07284	113.307	5.46971	108.138	200
236	1.07444	114.478	5.47489	108.157	200
237	1.07557	115.652	5.48691	108.179	200
238	1.07627	115.66	5.49878	108.202	200
239	1.07728	115.874	5.51172	108.224	200
240	1.07864	116.679	5.52924	108.25	200
241	1.07964	117.276	5.54957	108.276	200
242	1.08039	117.048	5.56831	108.301	200
243	1.081	117.585	5.58991	108.328	200
244	1.08183	117.429	5.61032	108.355	200
245	1.08242	117.189	5.62907	108.38	200
246	1.08298	116.39	5.64291	108.404	200
247	1.08384	115.396	5.65075	108.424	200
248	1.08467	116.158	5.66286	108.447	200
249	1.08518	115.8	5.6727	108.468	200
250	1.08636	115.493	5.68056	108.488	200
251	1.08704	114.716	5.68367	108.506	200
252	1.08759	113.784	5.68136	108.521	200
253	1.08851	113.185	5.67558	108.534	200
254	1.08925	113.787	5.67318	108.549	200
255	1.08996	113.518	5.66918	108.563	200
256	1.09069	113.554	5.66532	108.577	200
257	1.09159	113.958	5.66371	108.593	200
258	1.09276	114.316	5.66404	108.609	200
259	1.09366	115.182	5.66921	108.628	200
260	1.09552	116.153	5.67975	108.649	200
261	1.09605	116.204	5.69041	108.671	200
262	1.09685	115.342	5.69599	108.689	200
263	1.09783	115.177	5.70038	108.708	200
264	1.09864	114.99	5.70362	108.725	200
265	1.0995	115.766	5.71105	108.745	200
266	1.10266	118.712	5.73469	108.772	200
267	1.10364	119.235	5.76096	108.801	200
268	1.10536	120.047	5.79143	108.833	200
269	1.10904	122.972	5.83781	108.872	200
270	1.11124	123.923	5.88899	108.914	200
271	1.11174	124.387	5.94224	108.957	200
272	1.11219	124.407	5.99506	108.999	200
273	1.11261	123.918	6.04464	109.041	200
274	1.11313	123.737	6.09166	109.081	200
275	1.11353	123.263	6.13562	109.119	200
276	1.11392	122.954	6.17747	109.157	200
277	1.11488	123.822	6.22359	109.197	200
278	1.11567	124.006	6.27025	109.237	200
279	1.11714	124.559	6.31945	109.279	200
280	1.11784	124.41	6.36733	109.32	200
281	1.11842	124.048	6.41277	109.36	200
282	1.1189	123.672	6.4557	109.399	200
283	1.11949	124.223	6.50119	109.439	200
284	1.12114	125.21	6.55157	109.482	200
285	1.12189	125.023	6.60042	109.524	200
286	1.12295	125.44	6.64997	109.566	200
287	1.12416	125.975	6.70188	109.61	200
288	1.12532	127.034	6.75891	109.656	200
289	1.14344	103.177	6.75743	109.639	200
290	1.1442	103.561	6.75381	109.623	200
291	1.14581	104.063	6.74746	109.608	200
292	1.14649	103.689	6.74306	109.593	200
293	1.14741	103.697	6.73855	109.577	200
294	1.14894	102.754	6.739	109.559	200
295	1.15355	107.209	6.71565	109.552	200
296	1.15424	107.428	6.69123	109.547	200
297	1.15473	106.581	6.67182	109.539	200
298	1.1558	102.32	6.67467	109.52	200
299	1.15868	102.516	6.67639	109.502	200
300	1.16069	103.706	6.6718	109.487	200
301	1.16116	104.12	6.66501	109.473	200
302	1.16173	104.234	6.65758	109.459	200
303	1.16252	104.516	6.64865	109.446	200
304	1.16356	104.77	6.63838	109.434	200
305	1.16504	105.868	6.62237	109.425	200
306	1.16691	107.512	6.59784	109.42	200
307	1.16833	108.851	6.56645	109.419	200
308	1.16907	108.879	6.53506	109.417	200
309	1.17353	112.548	6.51733	109.425	200
310	1.17532	113.297	6.50383	109.435	200
311	1.17653	113.8	6.49292	109.446	200
312	1.17725	113.584	6.4809	109.457	200
313	1.17873	114.952	6.47587	109.471	200
314	1.18075	116.025	6.47627	109.488	200
315	1.18151	115.542	6.47412	109.503	200
316	1.18242	114.639	6.4673	109.516	200
317	1.18376	114.642	6.46045	109.529	200
318	1.18475	114.056	6.45058	109.541	200
319	1.18582	114.572	6.44334	109.554	200
320	1.18669	113.378	6.42998	109.563	200
321	1.18754	112.807	6.41372	109.572	200
322	1.18881	112.947	6.39853	109.58	200
323	1.1899	113.366	6.38547	109.59	200
324	1.19067	113.089	6.37104	109.598	200
325	1.19136	112.372	6.35305	109.605	200
326	1.1925	113.331	6.33992	109.614	200
327	1.19383	113.817	6.32923	109.625	200
328	1.195	114.261	6.32077	109.637	200
329	1.19553	114.292	6.31244	109.648	200
330	1.19622	114.237	6.30383	109.66	200
331	1.19686	114.243	6.29523	109.671	200
332	1.19735	114.697	6.28888	109.684	200
333	1.20385	120.691	6.31247	109.711	200
334	1.20716	123.094	6.34713	109.744	200
335	1.21215	127.294	6.40204	109.787	200
336	1.21331	127.926	6.45957	109.832	200
337	1.21675	130.144	6.52748	109.881	200
338	1.22657	139.878	6.64253	109.955	200
339	1.22737	140.098	6.75772	110.029	200
340	1.22809	140.322	6.87309	110.103	200
341	1.22958	140.868	6.99021	110.178	200
342	1.23265	143.167	7.11766	110.259	200
343	1.23326	143.088	7.24369	110.34	200
344	1.23362	142.762	7.36712	110.419	200
345	1.23398	142.992	7.49067	110.499	200
346	1.23456	142.75	7.61205	110.578	200
347	1.2351	142.113	7.72706	110.654	200
348	1.23543	141.584	7.83862	110.728	200
349	1.23595	140.16	7.94243	110.799	200
350	1.23633	140.088	8.04506	110.869	200
351	1.23703	139.951	8.1462	110.939	200
352	1.23743	140.267	8.24804	111.01	200
353	1.23781	139.759	8.3466	111.079	200
354	1.2383	139.474	8.44299	111.147	200
355	1.2387	138.997	8.53629	111.214	200
356	1.23938	136.442	8.61653	111.275	200
357	1.24016	136.271	8.69528	111.335	200
358	1.24062	136.608	8.77498	111.396	200
359	1.241	135.405	8.84823	111.453	200
360	1.24156	132.267	8.90467	111.502	200
361	1.24228	130.786	8.95363	111.548	200
362	1.24287	130.905	9.0027	111.593	200
363	1.24371	131.302	9.0532	111.64	200
364	1.24539	132.319	9.10804	111.689	200
365	1.24621	133.12	9.16616	111.739	200
366	1.24694	133.527	9.2257	111.791	200
367	1.24765	133.932	9.28662	111.843	200
368	1.24852	134.336	9.34891	111.896	200
369	1.24939	134.175	9.40991	111.948	200
370	1.25205	136.101	9.47945	112.005	200
371	1.25269	135.284	9.54454	112.06	200
372	1.25351	136.038	9.61262	112.117	200
373	1.25458	136.496	9.68228	112.174	200
374	1.25514	136.518	9.75015	112.231	200
375	1.25557	136.47	9.81723	112.287	200
376	1.25659	136.879	9.88564	112.344	200
377	1.25721	135.77	9.94833	112.398	200
378	1.25876	136.029	10.0117	112.453	200
379	1.25922	136.982	10.0789	112.51	200
380	1.25971	136.538	10.1435	112.565	200
381	1.26023	135.846	10.2043	112.619	200
382	1.2608	135.222	10.2617	112.671	200
383	1.26162	117.959	10.2387	112.684	200
384	1.26227	117.839	10.2151	112.696	200
385	1.26261	118.106	10.1929	112.708	200
386	1.26292	116.87	10.165	112.718	200
387	1.26427	117.576	10.1408	112.729	200
388	1.26558	117.921	10.1183	112.741	200
389	1.26729	118.088	10.0967	112.753	200
390	1.26873	114.923	10.0606	112.758	200
391	1.2709	116.434	10.0316	112.766	200
392	1.2731	118.508	10.0121	112.779	200
393	1.27572	120.686	10.0025	112.797	200
394	1.27705	120.99	9.99432	112.816	200
395	1.27744	118.524	9.97483	112.829	200
396	1.27797	117.053	9.94869	112.838	200
397	1.27865	117.27	9.92362	112.848	200
398	1.2795	117.537	9.89982	112.859	200
399	1.2805	118.428	9.88013	112.872	200
400	1.28124	118.501	9.86081	112.884	200
401	1.28208	118.165	9.84036	112.896	200
402	1.28316	117.784	9.81825	112.907	200
403	1.28392	116.811	9.79185	112.916	200
404	1.28449	115.964	9.76175	112.923	200
405	1.28515	115.886	9.7314	112.929	200
406	1.2863	112.555	9.68962	112.928	200
407	1.28711	113.287	9.64797	112.929	200
408	1.28793	112.408	9.60722	112.928	200
409	1.28855	111.808	9.56934	112.925	200
410	1.28968	112.247	9.52964	112.924	200
411	1.29055	111.584	9.49308	112.921	200
412	1.2914	110.451	9.46173	112.915	200
413	1.29239	110.678	9.42947	112.91	200
414	1.29363	111.814	9.39227	112.908	200
415	1.29444	111.838	9.35577	112.906	200
416	1.29532	111.334	9.32163	112.902	200
417	1.29601	111.059	9.28883	112.898	200
418	1.29687	110.831	9.25716	112.894	200
419	1.29741	110.504	9.22704	112.888	200
420	1.2983	110.526	9.19693	112.883	200
421	1.30467	116.838	9.17394	112.892	200
422	1.30632	117.29	9.15299	112.902	200
423	1.30743	117.284	9.13207	112.911	200
424	1.30817	117.23	9.11096	112.921	200
425	1.30851	116.943	9.08864	112.929	200
426	1.30897	116.183	9.06305	112.937	200
427	1.30986	115.637	9.03514	112.942	200
428	1.3105	115.988	9.00887	112.949	200
429	1.31093	115.635	8.98114	112.955	200
430	1.3114	115.701	8.95426	112.961	200
431	1.31183	115.455	8.92642	112.966	200
432	1.31234	115.292	8.89797	112.971	200
433	1.31287	115.345	8.86984	112.976	200
434	1.31337	109.339	8.84729	112.969	200
435	1.31402	109.914	8.82232	112.962	200
436	1.31454	107.191	8.80917	112.95	200
437	1.31793	105.602	8.80287	112.934	200
438	1.31858	105.094	8.79872	112.917	200
439	1.32015	103.188	8.80273	112.896	200
440	1.32974	102.909	8.80783	112.874	200
441	1.33222	104.576	8.80564	112.857	200
442	1.33258	104.283	8.80464	112.838	200
443	1.33364	105.197	8.79962	112.822	200
444	1.33411	104.329	8.79832	112.804	200
445	1.3352	102.325	8.80544	112.781	200
446	1.33769	104.213	8.80444	112.763	200
447	1.33827	104.426	8.80246	112.746	200
448	1.33914	104.958	8.79816	112.729	200
449	1.34017	105.395	8.79196	112.714	200
450	1.34125	106.395	8.78147	112.7	200
451	1.34238	107.09	8.76804	112.688	200
452	1.34381	108.241	8.74973	112.679	200
453	1.34474	108.582	8.73001	112.67	200
454	1.34611	109.569	8.70616	112.664	200
455	1.34661	109.343	8.68334	112.657	200
456	1.35434	116.666	8.66354	112.665	200
457	1.36292	124.891	8.67863	112.691	200
458	1.36472	126.658	8.70104	112.721	200
459	1.36665	128.163	8.72913	112.753	200
460	1.36822	129.322	8.7618	112.787	200
461	1.37066	131.066	8.80145	112.825	200
462	1.37301	132.636	8.84732	112.867	200
463	1.37465	133.834	8.89783	112.91	200
464	1.37603	134.849	8.95216	112.956	200
465	1.37668	135.423	9.00847	113.003	200
466	1.37762	135.876	9.06624	113.05	200
467	1.37869	136.221	9.12501	113.099	200
468	1.37983	136.75	9.18553	113.148	200
469	1.38072	136.796	9.2458	113.197	200
470	1.38167	135.943	9.30205	113.245	200
471	1.38267	136.151	9.35873	113.292	200
472	1.38351	136.272	9.41548	113.34	200
473	1.38432	136.976	9.47473	113.389	200
474	1.38512	137.311	9.53394	113.438	200
475	1.38586	137.163	9.5921	113.487	200
476	1.38676	137.154	9.64979	113.536	200
477	1.38752	135.249	9.69923	113.58	200
478	1.38868	135.751	9.75034	113.626	200
479	1.38931	135.592	9.80041	113.671	200
480	1.3905	135.691	9.85049	113.716	200
481	1.39121	136.301	9.90268	113.762	200
482	1.39223	136.906	9.95695	113.809	200
483	1.39323	137.482	10.0132	113.858	200
484	1.39437	137.561	10.0693	113.906	200
485	1.39519	137.766	10.1258	113.955	200
486	1.39644	137.46	10.1806	114.004	200
487	1.39734	137.941	10.237	114.053	200
488	1.39871	138.794	10.2964	114.103	200
489	1.3996	139.601	10.3587	114.156	200
490	1.40197	141.58	10.4276	114.211	200
491	1.40366	142.642	10.5001	114.268	200
492	1.4045	142.681	10.5724	114.325	200
493	1.40544	142.959	10.6452	114.383	200
494	1.40616	143.343	10.7191	114.442	200
495	1.40672	143.643	10.7936	114.5	200
496	1.40839	145.007	10.8731	114.562	200
497	1.40925	144.689	10.9507	114.623	200
498	1.41082	145.015	11.0291	114.684	200
499	1.41127	143.756	11.1019	114.743	200
500	1.41157	142.646	11.1696	114.799	200
501	1.41196	140.851	11.2296	114.851	200
502	1.41291	139.587	11.2841	114.901	200
503	1.41394	137.918	11.3314	114.948	200
504	1.41471	138.556	11.3809	114.995	200
505	1.4174	140.113	11.4354	115.045	200
506	1.41824	140.534	11.4912	115.096	200
507	1.41937	141.197	11.5491	115.147	200
508	1.4224	143.55	11.616	115.204	200
509	1.42404	144.355	11.6856	115.262	200
510	1.42528	144.523	11.7553	115.32	200
511	1.42612	144.693	11.8253	115.378	200
512	1.42663	145.163	11.8965	115.437	200
513	1.42747	145.168	11.9673	115.496	200
514	1.42828	144.89	12.0365	115.554	200
515	1.42927	145.179	12.1062	115.613	200
516	1.43034	145.667	12.1775	115.673	200
517	1.43107	145.74	12.2485	115.732	200
518	1.43182	145.316	12.3173	115.791	200
519	1.43267	145.366	12.3857	115.85	200
520	1.43352	146.177	12.4569	115.91	200
521	1.43431	146.198	12.5266	115.969	200
522	1.43542	146.667	12.5976	116.029	200
523	1.43633	146.452	12.6672	116.088	200
524	1.43741	146.609	12.7369	116.148	200
525	1.43819	146.578	12.806	116.208	200
526	1.43906	146.486	12.8743	116.267	200
527	1.43992	146.101	12.9405	116.325	200
528	1.44076	146.854	13.0093	116.385	200
529	1.44193	147.257	13.079	116.445	200
530	1.44311	147.528	13.1494	116.506	200
531	1.44403	147.837	13.2204	116.567	200
532	1.44494	147.922	13.2912	116.628	200
533	1.44587	148.283	13.363	116.69	200
534	1.44692	148.443	13.4348	116.752	200
535	1.44751	142.643	13.4834	116.802	200
536	1.44843	141.932	13.5289	116.851	200
537	1.44905	142.516	13.5756	116.901	200
538	1.44974	142.102	13.6203	116.949	200
539	1.45514	146.753	13.6826	117.007	200
540	1.45655	147.855	13.7486	117.066	200
541	1.45738	148.217	13.8155	117.126	200
542	1.45789	147.8	13.8804	117.185	200
543	1.45853	147.788	13.9447	117.244	200
544	1.45944	148.337	14.0106	117.303	200
545	1.4603	149.063	14.0789	117.365	200
546	1.46125	149.623	14.1488	117.427	200
547	1.46195	149.9	14.2193	117.489	200
548	1.46246	149.947	14.2895	117.551	200
549	1.46294	149.875	14.3588	117.614	200
550	1.46341	149.839	14.4275	117.676	200
551	1.46394	149.765	14.4955	117.737	200
552	1.46471	149.96	14.5636	117.799	200
553	1.46538	150.603	14.6338	117.862	200
554	1.46798	149.801	14.6993	117.923	200
555	1.46939	150.639	14.7676	117.985	200
556	1.47117	150.778	14.8359	118.047	200
557	1.47306	143.122	14.8747	118.094	200
558	1.47471	142.255	14.9098	118.14	200
559	1.47589	143.136	14.948	118.188	200
560	1.47642	142.598	14.9839	118.234	200
561	1.47691	142.994	15.0209	118.281	200
562	1.47776	143.48	15.0595	118.328	200
563	1.47831	142.939	15.0956	118.375	200
564	1.47915	141.288	15.1253	118.418	200
565	1.48011	141.702	15.1562	118.462	200
566	1.48103	141.697	15.1868	118.506	200
567	1.48202	141.614	15.2168	118.55	200
568	1.48264	141.196	15.2449	118.593	200
569	1.48392	141.32	15.2732	118.636	200
570	1.48489	142.222	15.3043	118.68	200
571	1.48582	141.84	15.3336	118.723	200
572	1.48643	141.507	15.3614	118.766	200
573	1.48744	141.096	15.3874	118.808	200
574	1.4882	141.381	15.4142	118.85	200
575	1.48906	134.476	15.415	118.879	200
576	1.48994	126.802	15.387	118.894	200
577	1.4906	125.666	15.3549	118.906	200
578	1.49173	126.73	15.3268	118.921	200
579	1.49326	126.17	15.2966	118.934	200
580	1.4948	126.329	15.2672	118.948	200
581	1.49588	124.994	15.2327	118.959	200
582	1.49646	123.307	15.1921	118.968	200
583	1.49755	122.742	15.1495	118.975	200
584	1.49856	122.345	15.1056	118.981	200
585	1.49948	122.597	15.0627	118.988	200
586	1.50166	123.868	15.0247	118.997	200
587	1.5039	126.021	14.9953	119.01	200
588	1.50539	126.526	14.9678	119.023	200
589	1.50587	125.822	14.9378	119.036	200
590	1.50703	126.089	14.9088	119.049	200
591	1.50826	126.423	14.8811	119.062	200
592	1.5087	125.876	14.8514	119.075	200
593	1.50922	125.562	14.8207	119.087	200
594	1.50987	125.355	14.7892	119.098	200
595	1.51114	126.566	14.7623	119.112	200
596	1.51176	126.47	14.7351	119.126	200
597	1.51266	126.65	14.7086	119.14	200
598	1.51376	126.814	14.6827	119.154	200
599	1.51454	126.829	14.6569	119.168	200
600	1.51633	127.425	14.6334	119.183	200
601	1.51832	128.772	14.6149	119.201	200
602	1.51957	128.826	14.5965	119.218	200
603	1.52113	129.676	14.5813	119.237	200
604	1.52275	131.259	14.572	119.259	200
605	1.52455	132.078	14.5657	119.282	200
606	1.52646	132.742	14.5617	119.307	200
607	1.52727	132.624	14.5572	119.331	200
608	1.52834	132.861	14.5535	119.355	200
609	1.52897	132.352	14.5478	119.379	200
610	1.53021	132.609	14.543	119.403	200
611	1.53072	131.804	14.5353	119.425	200
612	1.53148	131.659	14.5269	119.448	200
613	1.53251	132.605	14.522	119.471	200
614	1.53343	131.216	14.5119	119.493	200
615	1.53415	130.243	14.4983	119.512	200
616	1.53505	130.341	14.485	119.532	200
617	1.53576	130.1	14.4708	119.551	200
618	1.53679	130.404	14.4577	119.571	200
619	1.53773	130.77	14.4459	119.591	200
620	1.53864	129.957	14.4311	119.61	200
621	1.53948	129.945	14.4163	119.628	200
622	1.54054	130.852	14.4049	119.648	200
623	1.54104	129.98	14.3903	119.667	200
624	1.54248	131.033	14.3795	119.687	200
625	1.5436	131.83	14.3715	119.709	200
626	1.54443	132.334	14.3653	119.731	200
627	1.54582	132.738	14.3604	119.755	200
628	1.54651	132.405	14.3543	119.777	200
629	1.54765	132.764	14.3494	119.8	200
630	1.54897	134.033	14.349	119.826	200
631	1.5517	134.089	14.3487	119.851	200
632	1.55293	134.486	14.3497	119.877	200
633	1.55432	134.733	14.3515	119.904	200
634	1.55495	132.325	14.3446	119.926	200
635	1.55598	131.752	14.3357	119.947	200
