time	cwndsize
0.10428	2
0.207808	3
0.208524	4
0.313089	5
0.313822	6
0.316017	7
0.317227	8
0.416961	9
0.417628	10
0.418373	11
0.419304	12
0.420693	13
0.421427	14
0.422044	15
0.422983	16
0.521427	17
0.522664	18
0.523691	19
0.524902	20
0.526171	21
0.526811	22
0.527893	23
0.528732	24
0.530196	25
0.530905	26
0.531531	27
0.532731	28
0.533752	29
0.534244	30
0.534665	31
0.535124	32
0.626335	33
0.627604	34
0.6287	35
0.62979	36
0.630439	37
0.631673	38
0.633391	39
0.6339	40
0.634625	41
0.635499	42
0.636151	43
0.636638	44
0.637203	45
0.637793	46
0.639778	47
0.640467	48
0.641037	49
0.642951	50
0.644205	51
0.644822	52
0.645117	53
0.645437	54
0.645728	55
0.646013	56
0.646319	57
0.646639	58
0.649262	59
0.650058	60
0.650403	61
0.650681	62
0.650908	63
0.651106	64
0.730933	65
0.731649	66
0.732687	67
0.733724	68
0.734409	69
0.735246	70
0.736119	71
0.737251	72
0.73807	73
0.738867	74
0.739761	75
0.741369	76
0.742669	77
0.743164	78
0.74365	79
0.744139	80
0.744597	81
0.748157	82
0.748661	83
0.749105	84
0.749548	85
0.749991	86
0.750504	87
0.750948	88
0.751416	89
0.751866	90
0.752228	91
0.752637	92
0.753907	93
0.754246	94
0.75501	95
0.755752	96
0.756604	97
0.757372	98
0.757987	99
0.758314	100
0.759169	101
0.759808	102
0.760592	103
0.761601	104
0.761932	105
0.762523	106
0.763352	107
0.763848	108
0.764613	109
0.765664	110
0.766271	111
0.76675	112
0.767599	113
0.768386	114
0.769168	115
0.769797	116
0.77037	117
0.771071	118
0.771728	119
0.772481	120
0.774028	121
0.774548	122
0.775658	123
0.77617	124
0.776606	125
0.777017	126
0.777555	127
0.780336	128
0.83483	129
0.836112	130
0.837353	131
0.838241	132
0.839286	133
0.840054	134
0.841291	135
0.842005	136
0.842939	137
0.844078	138
0.844718	139
0.845588	140
0.846974	141
0.847591	142
0.847749	143
0.848892	144
0.84939	145
0.850264	146
0.851026	147
0.851794	148
0.852306	149
0.853161	150
0.857788	151
0.858775	152
0.859765	153
0.860277	154
0.860432	155
0.860548	156
0.860663	157
0.860779	158
0.860909	159
0.86102	160
0.862113	161
0.862345	162
0.863031	163
0.863854	164
0.864599	165
0.865474	166
0.866012	167
0.86678	168
0.867533	169
0.868435	170
0.868946	171
0.86991	172
0.870438	173
0.871221	174
0.872052	175
0.872827	176
0.873581	177
0.874634	178
0.875146	179
0.87606	180
0.876576	181
0.87815	182
0.878441	183
0.878703	184
0.879672	185
0.880201	186
0.881191	187
0.881653	188
0.882633	189
0.883118	190
0.88398	191
0.884472	192
0.885583	193
0.886004	194
0.886733	195
0.887664	196
0.888249	197
0.891663	198
0.891916	199
0.892076	200
0.892188	201
0.892298	202
0.893798	203
0.894011	204
0.894372	205
0.896761	206
0.89694	207
0.897097	208
0.897206	209
0.897591	210
0.898557	211
0.899044	212
0.899823	213
0.901531	214
0.90269	215
0.903201	216
0.903378	217
0.903514	218
0.904738	219
0.906114	220
0.906853	221
0.90707	222
0.907217	223
0.908453	224
0.908659	225
0.90912	226
0.91002	227
0.910519	228
0.91154	229
0.912267	230
0.912943	231
0.913536	232
0.914731	233
0.91516	234
0.915836	235
0.916346	236
0.917297	237
0.917753	238
0.921559	239
0.921846	240
0.921998	241
0.922133	242
0.922265	243
0.922404	244
0.925403	245
0.925689	246
0.925835	247
0.92598	248
0.926106	249
0.926614	250
0.927124	251
0.928037	252
0.928552	253
0.929085	254
0.929565	255
0.930086	256
0.938324	257
0.939608	258
0.941104	259
0.942396	260
0.943099	261
0.945059	262
0.948466	263
0.951208	264
0.954788	265
0.959235	266
0.959903	267
0.960395	268
0.96118	269
0.961961	270
0.96287	271
0.963344	272
0.964397	273
0.96485	274
0.965737	275
0.966431	276
0.967403	277
0.968435	278
0.968818	279
0.969473	280
0.970475	281
0.970964	282
0.971867	283
0.97253	284
0.977562	285
0.977928	286
0.978119	287
0.978362	288
0.978501	289
0.978695	290
0.978865	291
0.979009	292
0.979201	293
0.980366	294
0.980784	295
0.981855	296
0.982429	297
0.984195	298
0.985027	299
0.986503	300
0.987853	301
0.989506	302
0.99058	303
0.990842	304
0.991018	305
0.991172	306
0.99132	307
0.991476	308
0.992087	309
0.992276	310
0.993418	311
0.993872	312
0.994571	313
0.995358	314
0.996273	315
0.996878	316
0.997636	317
0.998361	318
0.999229	319
0.99976	320
1.00056	321
1.00143	322
1.00196	323
1.00276	324
1.00599	325
1.00619	326
1.00634	327
1.00649	328
1.00695	329
1.00775	330
1.00883	331
1.0096	332
1.01059	333
1.0111	334
1.01266	335
1.01318	336
1.01601	337
1.01709	338
1.01752	339
1.01779	340
1.01884	341
1.02013	342
1.02089	343
1.02111	344
1.02127	345
1.02223	346
1.02328	347
1.02635	348
1.02797	349
1.02914	350
1.03015	351
1.03108	352
1.03326	353
1.03462	354
1.03493	355
1.03542	356
