time	pps	kbps
15.5351	1040	36641.3
15.6352	1060	37345.9
15.7353	1060	37345.9
15.8354	1050	36993.6
15.9355	1030	36289
16.0355	1050	36993.6
16.1356	1060	37345.9
16.2357	1060	37345.9
16.336	1100	38755.2
16.4365	1020	35936.6
16.5372	1070	37698.2
16.6373	1040	36641.3
16.7374	1040	36641.3
16.8375	1120	39459.8
16.9375	1030	36289
17.0376	1030	36289
17.1377	1080	38050.6
17.2378	1010	35584.3
17.3379	1080	38050.6
17.4379	1050	36993.6
17.538	1090	38402.9
17.6382	1000	35232
17.7382	1070	37698.2
17.8383	1080	38050.6
17.9385	1040	36641.3
18.0393	1060	37345.9
18.1395	1100	38755.2
18.2395	1100	38755.2
18.3397	1100	38755.2
18.4397	1100	38755.2
18.5398	1110	39107.5
18.6399	900	31708.8
18.7401	1300	45801.6
18.8404	1160	40869.1
18.9405	1040	36641.3
19.0407	1060	37345.9
19.1409	1050	36993.6
19.241	990	34879.7
19.341	1080	38050.6
19.4412	1050	36993.6
19.5429	1020	35936.6
19.6429	1050	36993.6
19.743	1020	35936.6
19.8431	1060	37345.9
19.9434	1030	36289
20.0437	1040	36641.3
20.1445	1050	36993.6
20.2446	1070	37698.2
20.3446	1070	37698.2
20.4457	1050	36993.6
20.5458	1060	37345.9
20.6458	1050	36993.6
20.7459	1030	36289
20.8462	1080	38050.6
20.9465	1070	37698.2
21.0467	1090	38402.9
21.1467	1090	38402.9
21.2468	1000	35232
21.3469	1020	35936.6
21.4469	1020	35936.6
21.547	1020	35936.6
21.6475	1040	36641.3
21.7476	1040	36641.3
21.8477	1030	36289
21.9477	1060	37345.9
22.048	990	34879.7
22.1481	10	352.32
22.2482	10	352.32
22.3483	780	27481
22.4484	610	21491.5
22.5486	990	34879.7
22.6488	1030	36289
22.7489	990	34879.7
22.8489	1030	36289
22.949	960	33822.7
23.0492	1050	36993.6
23.1496	1040	36641.3
