time	pps	kbps
9.21825	820	28890.2
9.31836	850	29947.2
9.4188	850	29947.2
9.51887	860	30299.5
9.61904	900	31708.8
9.71914	870	30651.8
9.81924	880	31004.2
9.91936	890	31356.5
10.0194	890	31356.5
10.1195	900	31708.8
10.2195	910	32061.1
10.3198	920	32413.4
10.4202	940	33118.1
10.5203	920	32413.4
10.6205	960	33822.7
10.7207	970	34175
10.8209	980	34527.4
10.9209	960	33822.7
11.021	940	33118.1
11.1214	970	34175
11.2215	1000	35232
11.3218	1010	35584.3
11.4218	1000	35232
11.5219	1050	36993.6
11.6229	1050	36993.6
11.7229	1020	35936.6
11.823	1040	36641.3
11.9232	1070	37698.2
12.0232	1010	35584.3
12.1234	1090	38402.9
12.2234	1040	36641.3
12.3239	1070	37698.2
12.4242	1050	36993.6
12.5243	1080	38050.6
12.6243	1040	36641.3
12.7249	800	28185.6
12.825	1150	40516.8
12.925	900	31708.8
13.0253	1090	38402.9
13.1254	1050	36993.6
13.2255	1030	36289
13.3259	1020	35936.6
13.4259	1080	38050.6
13.526	990	34879.7
13.6264	1100	38755.2
13.7265	1030	36289
13.8268	1070	37698.2
13.9269	1080	38050.6
14.0269	1010	35584.3
14.1271	1080	38050.6
14.2276	1040	36641.3
14.3277	1040	36641.3
14.4277	1090	38402.9
14.5292	1050	36993.6
14.6293	1070	37698.2
14.7304	1070	37698.2
14.8307	1110	39107.5
14.931	1060	37345.9
15.0311	1030	36289
15.1313	1130	39812.2
15.2315	920	32413.4
15.3316	1110	39107.5
15.4318	1120	39459.8
15.5322	980	34527.4
15.6324	1090	38402.9
15.7329	1070	37698.2
15.8331	1070	37698.2
15.9334	1080	38050.6
16.0334	1050	36993.6
16.1335	1040	36641.3
16.2337	1110	39107.5
16.3341	1090	38402.9
16.4343	1020	35936.6
16.5344	1090	38402.9
16.6347	1080	38050.6
16.7352	1050	36993.6
16.8356	1090	38402.9
16.9358	1050	36993.6
17.0358	1080	38050.6
17.1359	1060	37345.9
17.236	1100	38755.2
17.3362	1050	36993.6
17.4364	1080	38050.6
17.5368	1080	38050.6
17.6369	1070	37698.2
17.7371	1070	37698.2
17.8371	1120	39459.8
17.9372	1100	38755.2
18.0375	980	34527.4
18.1375	1060	37345.9
18.2379	990	34879.7
18.3381	1020	35936.6
18.4382	1060	37345.9
18.5386	1060	37345.9
18.639	1050	36993.6
18.739	1000	35232
18.8393	1070	37698.2
18.9394	1010	35584.3
19.0398	1100	38755.2
19.1399	1110	39107.5
19.2412	1060	37345.9
19.3413	1060	37345.9
19.4414	1070	37698.2
19.5417	1130	39812.2
19.6418	1100	38755.2
19.7419	1150	40516.8
19.842	820	28890.2
19.9421	1140	40164.5
20.0422	1080	38050.6
20.1422	940	33118.1
20.2423	1160	40869.1
20.3424	1010	35584.3
20.4425	1090	38402.9
20.5426	1050	36993.6
20.6427	1130	39812.2
20.7427	1120	39459.8
20.8428	870	30651.8
20.9429	1000	35232
21.043	1110	39107.5
21.1431	950	33470.4
21.2432	1070	37698.2
21.3433	1060	37345.9
21.4435	1040	36641.3
21.5436	1070	37698.2
21.6437	1160	40869.1
21.7439	1000	35232
21.844	1100	38755.2
21.9441	990	34879.7
22.0443	1060	37345.9
22.1445	0	0
22.2448	10	352.32
22.3449	20	704.64
22.445	1380	48620.2
22.5451	430	15149.8
22.6453	170	5989.44
22.7455	770	27128.6
22.8458	420	14797.4
22.9458	390	13740.5
23.0466	400	14092.8
23.1469	470	16559
23.247	490	17263.7
23.347	520	18320.6
23.4472	520	18320.6
23.5476	540	19025.3
23.6477	560	19729.9
23.7479	570	20082.2
23.848	580	20434.6
23.9481	590	20786.9
24.0482	600	21139.2
24.1483	610	21491.5
24.2484	570	20082.2
24.3484	600	21139.2
24.4489	590	20786.9
24.5489	540	19025.3
24.6491	630	22196.2
24.7497	640	22548.5
24.8498	610	21491.5
24.9499	670	23605.4
25.05	670	23605.4
25.15	630	22196.2
25.2503	670	23605.4
25.3503	660	23253.1
25.4504	690	24310.1
25.5505	720	25367
25.6506	740	26071.7
25.7506	740	26071.7
25.8507	750	26424
25.9508	780	27481
26.051	790	27833.3
26.1514	750	26424
26.252	760	26776.3
26.3522	780	27481
26.4523	790	27833.3
26.5523	750	26424
26.6524	790	27833.3
26.7525	840	29594.9
26.8526	800	28185.6
26.9527	840	29594.9
27.0533	870	30651.8
27.1538	880	31004.2
27.2543	850	29947.2
27.3547	880	31004.2
27.4551	880	31004.2
27.5554	890	31356.5
27.6554	920	32413.4
27.7556	920	32413.4
27.8558	900	31708.8
27.9558	940	33118.1
28.0559	900	31708.8
28.156	930	32765.8
28.2561	940	33118.1
28.3564	960	33822.7
28.4566	970	34175
28.5566	900	31708.8
28.6569	980	34527.4
28.7569	1010	35584.3
28.857	1010	35584.3
28.957	970	34175
29.0571	1030	36289
29.1573	990	34879.7
29.2573	1000	35232
29.3574	1050	36993.6
29.4574	1030	36289
29.5575	1070	37698.2
29.6575	1040	36641.3
29.7576	1050	36993.6
29.8577	1090	38402.9
29.958	1030	36289
30.058	1100	38755.2
30.1581	1030	36289
30.2582	1070	37698.2
30.3583	1040	36641.3
30.4583	1060	37345.9
30.5584	1010	35584.3
30.6584	1070	37698.2
30.7586	1020	35936.6
30.8587	1050	36993.6
