segment	rtt	rttvar	srtt	rto
741	156.862	83.7438	110.081	445.057
742	156.676	83.6216	110.158	444.644
743	156.742	83.4998	110.235	444.234
744	157.046	83.3791	110.312	443.828
745	156.487	83.2567	110.387	443.414
746	156.7	83.1352	110.464	443.005
747	156.502	83.0132	110.539	442.592
748	156.686	82.8919	110.615	442.183
749	156.15	82.769	110.69	441.766
750	156.512	82.6475	110.766	441.355
751	156.66	82.5266	110.841	440.947
752	156.693	82.406	110.916	440.54
753	156.452	82.2847	110.991	440.13
754	156.67	82.1643	111.066	439.723
755	156.872	82.0447	111.142	439.32
756	152.406	81.9105	111.21	438.852
757	153.207	81.7792	111.279	438.396
758	153.263	81.65	111.347	437.947
759	153.802	81.5228	111.416	437.507
760	154.043	81.3965	111.485	437.071
761	154.014	81.2703	111.554	436.635
762	153.949	81.1441	111.623	436.199
763	157.433	81.0293	111.697	435.815
764	160.713	80.9254	111.777	435.478
765	161.337	80.8236	111.857	435.152
766	161.506	80.7223	111.938	434.827
767	161.265	80.6204	112.018	434.5
768	157.694	80.507	112.092	434.12
769	154.227	80.3824	112.161	433.69
770	148.743	80.2402	112.22	433.181
771	149.644	80.1012	112.281	432.685
772	149.917	79.9633	112.342	432.195
773	150.19	79.8265	112.403	431.709
774	150.333	79.6905	112.465	431.227
775	150.567	79.5555	112.527	430.749
776	150.628	79.4209	112.588	430.272
777	150.568	79.2863	112.65	429.795
778	150.648	79.1523	112.712	429.321
779	150.623	79.0184	112.773	428.847
780	150.439	78.8841	112.835	428.371
781	150.472	78.7502	112.896	427.896
782	150.84	78.6177	112.957	427.428
783	150.551	78.4845	113.018	426.956
784	150.772	78.3523	113.08	426.489
785	150.729	78.2201	113.141	426.021
786	150.015	78.0859	113.2	425.544
787	150.367	77.953	113.261	425.073
788	150.449	77.8207	113.321	424.604
789	150.59	77.689	113.382	424.138
790	150.314	77.5567	113.442	423.668
791	150.511	77.4252	113.502	423.203
792	150.699	77.2946	113.562	422.741
793	150.517	77.1637	113.622	422.277
794	150.253	77.0321	113.682	421.81
795	150.401	76.9012	113.741	421.346
796	150.689	76.7715	113.801	420.887
797	150.59	76.6416	113.861	420.428
798	150.243	76.5109	113.92	419.964
799	150.41	76.381	113.979	419.503
800	150.585	76.2518	114.039	419.046
801	150.384	76.1223	114.098	418.587
802	150.596	75.9936	114.157	418.131
803	150.815	75.8659	114.216	417.68
804	150.719	75.7381	114.276	417.228
805	150.345	75.6093	114.334	416.772
806	150.514	75.4813	114.393	416.318
807	151.276	75.356	114.453	415.877
808	151.578	75.2319	114.513	415.441
809	151.911	75.109	114.574	415.01
810	151.82	74.9861	114.634	414.579
811	151.643	74.8628	114.694	414.146
812	151.342	74.7387	114.754	413.709
813	149.975	74.6104	114.811	413.253
814	154.024	74.4955	114.875	412.857
815	155.706	74.3862	114.941	412.486
816	152.944	74.268	115.003	412.075
817	152.551	74.1488	115.064	411.659
818	152.456	74.0295	115.124	411.242
819	153.025	73.9122	115.186	410.835
820	153.53	73.7967	115.248	410.435
821	152.514	73.6781	115.309	410.021
822	151.618	73.5568	115.368	409.595
823	150.942	73.4335	115.425	409.159
824	151.044	73.3107	115.483	408.726
825	151.025	73.1881	115.541	408.293
826	150.917	73.0653	115.598	407.859
827	151.273	72.9439	115.656	407.432
828	150.71	72.8209	115.713	406.997
829	150.768	72.6983	115.77	406.563
830	151.002	72.5766	115.827	406.134
831	150.766	72.4544	115.884	405.702
832	150.905	72.3329	115.941	405.272
833	151.045	72.212	115.998	404.846
834	151.052	72.0914	116.055	404.42
835	150.827	71.9702	116.111	403.992
836	150.285	71.8475	116.167	403.556
837	150.48	71.7256	116.222	403.125
838	150.445	71.6038	116.278	402.693
839	150.387	71.4821	116.333	402.262
840	150.1	71.3597	116.388	401.827
841	150.387	71.2384	116.443	401.397
842	150.089	71.1163	116.498	400.963
843	149.668	70.9931	116.552	400.524
844	149.945	70.871	116.606	400.09
845	149.382	70.7473	116.659	399.648
846	149.014	70.6227	116.712	399.202
847	148.711	70.4973	116.764	398.753
848	148.717	70.3721	116.815	398.304
849	148.219	70.2456	116.866	397.849
850	148.25	70.1194	116.917	397.395
851	147.706	69.9918	116.967	396.934
852	147.067	69.8622	117.016	396.465
853	147.253	69.7336	117.065	396
854	147.743	69.6068	117.115	395.542
855	148.037	69.4812	117.165	395.09
856	148.603	69.3577	117.216	394.647
857	148.381	69.2336	117.267	394.202
858	147.98	69.1086	117.317	393.751
859	147.798	68.9832	117.366	393.299
860	148.165	68.8592	117.416	392.853
861	148.163	68.7354	117.466	392.408
862	148.203	68.6121	117.516	391.964
863	148.076	68.4885	117.566	391.52
864	146.265	68.3593	117.612	391.05
865	149.112	68.2397	117.663	390.622
866	153.083	68.1331	117.721	390.253
867	153.026	68.0265	117.778	389.884
868	152.712	67.9191	117.835	389.511
869	151.641	67.8083	117.89	389.123
870	151.467	67.6972	117.944	388.733
871	152.082	67.5882	118	388.353
872	151.525	67.4776	118.054	387.965
873	151.762	67.368	118.109	387.581
874	150.988	67.256	118.162	387.186
875	150.559	67.1428	118.215	386.786
876	151.016	67.0313	118.268	386.393
877	150.75	66.9192	118.321	385.997
878	151.024	66.8081	118.374	385.606
879	150.808	66.6965	118.427	385.212
880	150.839	66.5852	118.479	384.82
881	151.036	66.4747	118.532	384.431
882	150.736	66.3634	118.584	384.038
883	150.662	66.2521	118.636	383.645
884	150.546	66.1406	118.688	383.251
885	150.232	66.0283	118.739	382.852
886	150.315	65.9164	118.791	382.456
887	150.507	65.8054	118.842	382.064
888	150.502	65.6945	118.894	381.672
889	150.601	65.5841	118.945	381.282
890	150.459	65.4735	118.996	380.89
891	150.505	65.3633	119.047	380.5
892	151.042	65.2549	119.099	380.119
893	150.683	65.1456	119.151	379.733
894	150.145	65.0347	119.201	379.34
895	150.354	64.9247	119.251	378.95
896	150.351	64.8149	119.302	378.561
897	150.018	64.7042	119.352	378.169
898	150.18	64.5942	119.402	377.779
899	150.258	64.4846	119.452	377.391
900	150.654	64.3766	119.503	377.009
901	150.393	64.2679	119.553	376.624
902	150.547	64.1598	119.603	376.242
903	150.464	64.0517	119.653	375.86
904	150.775	63.9448	119.704	375.483
905	150.634	63.8376	119.754	375.104
906	150.408	63.7299	119.804	374.723
907	150.27	63.6219	119.853	374.341
908	150.3	63.5142	119.903	373.959
909	150.03	63.4058	119.951	373.575
910	149.958	63.2973	120	373.189
911	151.009	63.1925	120.05	372.82
912	151.26	63.0887	120.101	372.456
913	150.759	62.9834	120.151	372.084
914	150.539	62.8775	120.2	371.71
915	150.461	62.7716	120.249	371.336
916	154.719	62.6797	120.305	371.024
917	154.315	62.5867	120.361	370.707
918	150.824	62.4824	120.41	370.339
919	149.711	62.3746	120.458	369.956
920	149.744	62.2672	120.505	369.574
921	149.959	62.1607	120.553	369.196
922	150.679	62.0567	120.602	368.828
923	150.87	61.9535	120.651	368.465
924	151.252	61.8517	120.701	368.107
925	151.123	61.7496	120.75	367.749
926	150.992	61.6473	120.799	367.388
927	150.729	61.5443	120.848	367.025
928	150.642	61.4413	120.896	366.661
929	150.923	61.3393	120.945	366.302
930	150.776	61.237	120.993	365.941
931	150.773	61.1348	121.042	365.581
932	150.777	61.0329	121.09	365.221
933	150.635	60.9306	121.138	364.86
934	150.91	60.8295	121.186	364.504
935	150.741	60.7279	121.234	364.146
936	150.39	60.6254	121.281	363.783
937	150.612	60.5238	121.329	363.424
938	150.372	60.4216	121.376	363.063
939	150.535	60.3201	121.424	362.704
940	150.726	60.2194	121.471	362.349
941	150.701	60.1188	121.519	361.994
942	150.52	60.0178	121.566	361.637
943	150.799	59.9178	121.613	361.284
944	151.124	59.8191	121.661	360.937
945	150.875	59.7197	121.708	360.587
946	150.603	59.6196	121.755	360.234
947	150.704	59.5201	121.802	359.883
948	150.7	59.4206	121.849	359.532
949	150.933	59.3221	121.896	359.185
950	150.329	59.2218	121.943	358.83
951	150.55	59.1225	121.989	358.479
952	150.602	59.0234	122.036	358.129
953	150.591	58.9245	122.082	357.78
954	150.853	58.8266	122.129	357.435
955	150.591	58.728	122.175	357.087
956	150.552	58.6294	122.221	356.739
957	149.761	58.5285	122.266	356.38
958	150.085	58.4288	122.311	356.026
959	150.626	58.331	122.357	355.681
960	150.409	58.2327	122.402	355.333
961	149.605	58.132	122.446	354.974
962	149.396	58.0307	122.49	354.613
963	148.889	57.928	122.533	354.245
964	148.853	57.8254	122.576	353.877
965	150.048	57.7269	122.62	353.528
966	150.362	57.6295	122.665	353.183
967	153.294	57.5418	122.715	352.882
968	152.785	57.4526	122.764	352.574
969	149.222	57.352	122.807	352.215
970	149.241	57.2516	122.85	351.856
971	149.066	57.1509	122.892	351.496
972	148.534	57.0486	122.934	351.128
973	148.918	56.9477	122.976	350.767
974	148.808	56.8467	123.018	350.405
975	149.265	56.7473	123.061	350.05
976	149.204	56.648	123.103	349.695
977	149.757	56.5506	123.146	349.349
978	149.368	56.4521	123.189	348.997
979	149.61	56.3546	123.232	348.65
980	149.51	56.257	123.275	348.302
981	149.211	56.1585	123.317	347.951
982	149.937	56.0626	123.36	347.61
983	149.902	55.9668	123.403	347.27
984	149.642	55.8702	123.446	346.926
985	149.705	55.7741	123.488	346.585
986	149.817	55.6785	123.531	346.245
987	149.461	55.5819	123.573	345.901
988	149.419	55.4854	123.615	345.556
989	149.738	55.39	123.657	345.218
990	149.698	55.2947	123.7	344.879
991	149.875	55.2002	123.742	344.543
992	149.681	55.1052	123.784	344.205
993	149.802	55.0108	123.826	343.87
994	149.978	54.9171	123.869	343.537
995	149.713	54.8227	123.911	343.202
996	149.95	54.7292	123.953	342.87
997	149.713	54.6352	123.995	342.536
998	149.633	54.541	124.037	342.201
999	149.997	54.4482	124.079	341.872
1000	150.124	54.356	124.121	341.545
1001	150.848	54.2663	124.164	341.23
1002	150.478	54.1755	124.207	340.909
1003	150.764	54.0859	124.25	340.594
1004	150.851	53.9966	124.293	340.28
1005	150.738	53.9072	124.336	339.965
1006	150.355	53.8166	124.379	339.645
1007	150.095	53.7254	124.42	339.322
1008	149.697	53.633	124.461	338.993
1009	149.589	53.5405	124.502	338.664
1010	149.029	53.4463	124.542	338.327
1011	149.263	53.353	124.582	337.994
1012	149.183	53.2597	124.622	337.661
1013	149.753	53.1683	124.663	337.336
1014	149.155	53.0752	124.703	337.004
1015	148.799	52.9812	124.742	336.666
1016	148.823	52.8873	124.781	336.33
1017	149.017	52.7943	124.82	335.997
1018	148.967	52.7013	124.859	335.664
1019	149.554	52.6104	124.899	335.341
1020	149.647	52.5199	124.94	335.019
1021	149.644	52.4296	124.98	334.698
1022	149.336	52.3384	125.019	334.373
1023	149.296	52.2473	125.059	334.048
1024	148.807	52.1548	125.097	333.716
1025	148.9	52.0627	125.136	333.387
1026	149.055	51.9714	125.175	333.06
1027	149.213	51.8807	125.214	332.736
1028	149.146	51.7899	125.253	332.412
1029	149.194	51.6995	125.291	332.09
1030	148.877	51.6082	125.33	331.763
1031	149.464	51.519	125.369	331.445
1032	148.983	51.4284	125.407	331.121
1033	149.213	51.3388	125.446	330.801
1034	149.267	51.2494	125.485	330.482
1035	149.025	51.1594	125.523	330.161
1036	149.215	51.0703	125.561	329.842
1037	149.161	50.9811	125.6	329.524
1038	149.349	50.8927	125.638	329.209
1039	149.376	50.8045	125.677	328.895
1040	149.647	50.7174	125.716	328.585
1041	149.346	50.6294	125.754	328.272
1042	149.412	50.5419	125.792	327.96
1043	149.365	50.4543	125.831	327.648
1044	149.464	50.3672	125.869	327.338
1045	150.394	50.2833	125.909	327.042
1046	149.543	50.1968	125.947	326.734
1047	149.651	50.1108	125.986	326.429
1048	149.741	50.0252	126.024	326.125
1049	149.581	49.9393	126.062	325.819
1050	149.379	49.8528	126.1	325.512
1051	149.177	49.7659	126.138	325.201
1052	149.572	49.6804	126.176	324.897
1053	149.284	49.5941	126.213	324.59
1054	149.272	49.508	126.251	324.283
1055	149.254	49.4219	126.288	323.976
1056	149.454	49.3367	126.326	323.672
1057	149.585	49.252	126.363	323.371
1058	149.175	49.1662	126.4	323.065
1059	149.131	49.0803	126.437	322.759
1060	149.499	48.9959	126.475	322.458
1061	149.437	48.9113	126.512	322.157
1062	149.152	48.826	126.549	321.853
1063	149.303	48.7414	126.586	321.551
1064	149.601	48.6579	126.623	321.255
1065	149.6	48.5745	126.66	320.958
1066	150.3	48.4935	126.699	320.673
1067	150.324	48.4138	126.737	320.392
1068	150.287	48.3341	126.774	320.111
1069	150.543	48.2554	126.812	319.834
1070	154.321	48.1889	126.857	319.612
1071	154.837	48.1241	126.901	319.398
1072	151.522	48.0488	126.941	319.136
1073	151.153	47.9724	126.98	318.869
1074	151.022	47.8957	127.018	318.601
1075	150.909	47.8188	127.056	318.332
1076	151.557	47.744	127.096	318.072
1077	151.183	47.6682	127.134	317.807
1078	151.308	47.5929	127.173	317.545
1079	150.815	47.5161	127.211	317.275
1080	149.954	47.4367	127.247	316.994
1081	149.683	47.3566	127.283	316.71
1082	149.9	47.2773	127.32	316.429
1083	149.85	47.198	127.356	316.148
1084	149.718	47.1184	127.392	315.865
1085	150.111	47.0402	127.428	315.589
1086	150.025	46.9618	127.464	315.312
1087	151.614	46.8887	127.503	315.058
1088	152.536	46.8187	127.543	314.818
1089	152.085	46.7473	127.582	314.571
1090	151.981	46.6756	127.621	314.324
1091	151.709	46.6032	127.66	314.073
1092	151.483	46.5302	127.698	313.819
1093	150.999	46.4558	127.736	313.559
1094	150.614	46.3802	127.772	313.293
1095	150.214	46.3035	127.808	313.022
1096	149.823	46.2256	127.843	312.746
1097	149.466	46.1468	127.878	312.465
1098	148.808	46.066	127.912	312.175
1099	149.348	45.987	127.946	311.894
1100	149.511	45.9087	127.981	311.616
1101	149.315	45.83	128.015	311.335
1102	149.717	45.7526	128.05	311.06
1103	149.459	45.6746	128.084	310.782
1104	149.195	45.5959	128.118	310.501
1105	149.624	45.5187	128.152	310.227
1106	149.51	45.4412	128.186	309.951
1107	149.424	45.3637	128.22	309.675
1108	149.435	45.2863	128.254	309.399
1109	149.178	45.2082	128.288	309.121
1110	149.458	45.1311	128.322	308.846
1111	149.447	45.0542	128.356	308.572
1112	149.659	44.9781	128.39	308.302
1113	149.576	44.9018	128.424	308.031
1114	149.211	44.8245	128.457	307.755
1115	149.459	44.7482	128.491	307.483
1116	149.518	44.6721	128.524	307.213
1117	149.423	44.5959	128.558	306.942
1118	149.59	44.5204	128.592	306.673
1119	149.658	44.4452	128.625	306.406
1120	148.669	44.367	128.658	306.126
1121	149.237	44.2908	128.691	305.854
1122	146.15	44.2048	128.719	305.538
1123	146.317	44.1195	128.747	305.225
1124	151.885	44.0523	128.784	304.993
1125	151.784	43.9848	128.821	304.76
1126	152.667	43.9202	128.859	304.54
1127	152.702	43.8559	128.897	304.321
1128	152.716	43.7917	128.935	304.102
1129	152.611	43.7272	128.973	303.882
1130	152.744	43.6632	129.011	303.664
1131	152.551	43.5987	129.049	303.444
1132	151.856	43.5321	129.086	303.214
1133	151.687	43.465	129.122	302.982
1134	151.541	43.3976	129.158	302.748
1135	151.637	43.3305	129.194	302.516
1136	151.561	43.2633	129.23	302.283
1137	151.046	43.1946	129.265	302.043
1138	151.549	43.1276	129.3	301.81
1139	151.483	43.0604	129.336	301.578
1140	151.552	42.9936	129.371	301.346
1141	151.369	42.9263	129.407	301.112
1142	151.94	42.861	129.443	300.887
1143	151.815	42.7953	129.479	300.66
1144	151.656	42.7292	129.514	300.431
1145	151.689	42.6633	129.55	300.203
1146	151.595	42.5972	129.585	299.974
1147	152.057	42.5327	129.621	299.752
1148	152.084	42.4684	129.657	299.531
1149	151.825	42.4033	129.693	299.306
1150	151.855	42.3385	129.728	299.082
1151	151.966	42.274	129.764	298.86
1152	152.151	42.2103	129.8	298.641
1153	152.212	42.1469	129.836	298.423
1154	151.98	42.0827	129.871	298.202
1155	151.894	42.0185	129.906	297.98
1156	151.35	41.9525	129.941	297.751
1157	151.618	41.8875	129.975	297.525
1158	151.251	41.8215	130.009	297.295
1159	151.343	41.7558	130.044	297.067
1160	151.675	41.6913	130.078	296.843
1161	152.787	41.6304	130.115	296.637
1162	153.095	41.5707	130.152	296.434
1163	153.19	41.5113	130.188	296.234
1164	153.628	41.4533	130.226	296.039
1165	154.078	41.3969	130.264	295.852
1166	154.012	41.3404	130.302	295.664
1167	154.093	41.2841	130.34	295.477
1168	153.94	41.2274	130.378	295.288
1169	153.989	41.171	130.416	295.1
1170	153.758	41.1138	130.454	294.909
1171	155.36	41.0619	130.493	294.741
1172	155.886	41.0117	130.534	294.581
1173	156.251	40.9626	130.575	294.426
1174	154.189	40.907	130.613	294.241
1175	150.848	40.8408	130.646	294.009
1176	151.399	40.7764	130.679	293.784
1177	152.217	40.7147	130.713	293.572
1178	152.95	40.6555	130.749	293.371
1179	154.624	40.6017	130.787	293.194
1180	153.9	40.5457	130.824	293.007
1181	153.452	40.4882	130.861	292.814
1182	152.889	40.4291	130.896	292.612
1183	153.007	40.3704	130.931	292.413
1184	152.783	40.311	130.966	292.21
1185	152.7	40.2515	131.001	292.007
1186	152.298	40.1907	131.035	291.798
1187	152.24	40.1299	131.069	291.589
1188	152.316	40.0693	131.103	291.381
1189	152.509	40.0095	131.138	291.176
1190	152.326	39.9492	131.172	290.968
1191	152.403	39.8892	131.206	290.762
1192	152.773	39.8305	131.24	290.562
1193	152.604	39.7713	131.274	290.36
1194	152.625	39.7122	131.309	290.158
1195	152.262	39.6521	131.342	289.951
1196	152.432	39.5926	131.376	289.747
1197	152.442	39.5332	131.41	289.543
1198	152.594	39.4744	131.444	289.341
1199	152.429	39.4152	131.477	289.138
1200	151.396	39.3527	131.509	288.92
1201	151.902	39.2919	131.542	288.71
1202	152.01	39.2316	131.575	288.501
1203	152.213	39.172	131.608	288.296
1204	152.41	39.1131	131.641	288.094
1205	152.578	39.0549	131.675	287.894
1206	152.993	38.998	131.709	287.701
1207	152.534	38.9398	131.742	287.501
1208	152.814	38.8825	131.776	287.306
1209	152.509	38.8243	131.809	287.107
1210	152.757	38.767	131.843	286.911
1211	152.314	38.7084	131.876	286.709
1212	152.316	38.6498	131.908	286.508
1213	152.268	38.5912	131.941	286.306
1214	152.814	38.5344	131.974	286.112
1215	152.387	38.4763	132.007	285.913
1216	152.697	38.4193	132.04	285.718
1217	152.933	38.3632	132.074	285.526
1218	152.99	38.3072	132.107	285.336
1219	152.493	38.2498	132.14	285.139
1220	152.002	38.1909	132.172	284.935
1221	151.844	38.1315	132.203	284.729
1222	156.475	38.0871	132.242	284.591
1223	159.197	38.0514	132.285	284.491
1224	160.04	38.0184	132.33	284.403
1225	160.07	37.9855	132.374	284.316
1226	156.351	37.9406	132.413	284.175
1227	151.748	37.8809	132.444	283.967
1228	152.85	37.8249	132.476	283.776
1229	153.99	37.7726	132.511	283.601
1230	155.581	37.7255	132.548	283.45
1231	156.244	37.6805	132.586	283.308
1232	155.647	37.6337	132.623	283.158
1233	155.074	37.585	132.659	282.999
1234	154.117	37.5333	132.693	282.827
1235	153.598	37.48	132.727	282.647
1236	153.679	37.4271	132.76	282.469
1237	153.712	37.3743	132.794	282.291
1238	153.696	37.3215	132.827	282.113
1239	153.759	37.2689	132.861	281.937
1240	153.593	37.2159	132.894	281.758
1241	153.416	37.1624	132.927	281.577
1242	153.611	37.1096	132.96	281.399
1243	152.352	37.0528	132.991	281.203
1244	151.199	36.9924	133.02	280.99
1245	151.426	36.9328	133.05	280.781
1246	151.563	36.8738	133.08	280.575
1247	151.826	36.8157	133.11	280.372
1248	152.052	36.7584	133.14	280.174
1249	152.607	36.703	133.171	279.983
1250	152.746	36.6481	133.203	279.795
1251	153.077	36.5943	133.234	279.612
1252	153.458	36.5419	133.267	279.434
1253	154.086	36.4915	133.3	279.266
1254	154.044	36.441	133.333	279.097
1255	153.739	36.3896	133.366	278.925
1256	153.668	36.338	133.399	278.751
1257	154.169	36.2881	133.432	278.585
1258	153.844	36.2373	133.465	278.414
1259	154.142	36.1874	133.498	278.247
1260	154.19	36.1377	133.531	278.082
1261	153.914	36.0872	133.564	277.913
1262	153.893	36.0367	133.596	277.743
1263	154.111	35.987	133.629	277.577
1264	153.832	35.9364	133.661	277.407
1265	153.98	35.8863	133.694	277.239
1266	154.004	35.8364	133.727	277.072
1267	153.688	35.7855	133.759	276.901
1268	155.051	35.7391	133.793	276.749
1269	154.839	35.692	133.826	276.594
1270	154.528	35.6439	133.86	276.435
1271	154.25	35.595	133.892	276.272
1272	154.145	35.5459	133.925	276.108
1273	157.42	35.5072	133.962	275.991
1274	158.655	35.4726	134.002	275.892
1275	158.91	35.4387	134.042	275.797
1276	159.088	35.4054	134.082	275.704
1277	158.738	35.371	134.122	275.605
1278	159.165	35.3379	134.162	275.513
1279	156.104	35.2949	134.197	275.377
1280	150.807	35.235	134.223	275.164
1281	151.724	35.1782	134.251	274.964
1282	152.326	35.1234	134.28	274.774
1283	153.426	35.0722	134.311	274.6
1284	152.844	35.0192	134.341	274.417
1285	151.913	34.9632	134.369	274.222
1286	150.915	34.9042	134.396	274.012
1287	150.452	34.8438	134.421	273.796
1288	150.808	34.7846	134.448	273.586
1289	151.477	34.7277	134.475	273.386
1290	151.319	34.6704	134.502	273.183
1291	151.242	34.6129	134.529	272.98
1292	151.47	34.5563	134.556	272.781
1293	151.353	34.4994	134.583	272.58
1294	151.093	34.4417	134.609	272.376
1295	150.954	34.3837	134.635	272.17
1296	151.257	34.3268	134.662	271.969
1297	151.328	34.2702	134.689	271.769
1298	150.76	34.2119	134.714	271.562
1299	150.859	34.154	134.74	271.356
1300	150.917	34.0963	134.766	271.152
1301	151.082	34.0393	134.792	270.95
1302	151.013	33.9822	134.818	270.747
1303	150.874	33.9248	134.844	270.543
1304	150.623	33.8666	134.869	270.336
1305	150.837	33.8093	134.895	270.132
1306	150.558	33.7511	134.92	269.924
1307	150.785	33.6938	134.946	269.721
1308	150.901	33.6369	134.971	269.519
1309	150.698	33.5795	134.996	269.314
1310	150.583	33.5218	135.021	269.109
1311	150.565	33.4642	135.046	268.903
1312	150.434	33.4063	135.071	268.696
1313	150.311	33.3481	135.095	268.487
1314	150.048	33.2891	135.119	268.276
1315	151.064	33.2335	135.145	268.079
1316	150.772	33.1771	135.17	267.878
1317	149.306	33.116	135.192	267.657
1318	149.696	33.0564	135.216	267.441
1319	149.724	32.9969	135.239	267.227
1320	149.367	32.9365	135.262	267.007
1321	148.974	32.8748	135.284	266.783
1322	150.064	32.8169	135.307	266.575
1323	149.799	32.7581	135.33	266.363
1324	149.41	32.6982	135.353	266.146
1325	149.417	32.6385	135.376	265.93
1326	152.997	32.5904	135.404	265.765
1327	155.765	32.5512	135.436	265.641
1328	155.076	32.5098	135.468	265.507
1329	154.889	32.4679	135.499	265.371
1330	152.938	32.4197	135.527	265.206
1331	152.05	32.3687	135.553	265.028
1332	152.51	32.3193	135.581	264.858
1333	151.949	32.2682	135.607	264.68
1334	152.817	32.22	135.634	264.514
1335	151.83	32.1686	135.66	264.335
1336	150.501	32.1131	135.684	264.136
1337	150.255	32.0568	135.708	263.935
1338	150.243	32.0007	135.731	263.734
1339	150.245	31.9446	135.754	263.533
1340	150.33	31.889	135.777	263.333
1341	150.415	31.8337	135.801	263.136
1342	150.445	31.7786	135.824	262.939
1343	150.905	31.7251	135.849	262.749
1344	150.977	31.6719	135.873	262.56
1345	150.633	31.6177	135.896	262.367
1346	150.793	31.5641	135.92	262.177
1347	150.644	31.5101	135.944	261.984
1348	150.423	31.4555	135.967	261.789
1349	150.613	31.4016	135.991	261.597
1350	150.681	31.3481	136.014	261.406
1351	150.744	31.2948	136.038	261.217
1352	150.826	31.2419	136.061	261.029
1353	150.768	31.1889	136.085	260.841
1354	150.621	31.1355	136.108	260.65
1355	150.834	31.0829	136.132	260.464
1356	150.851	31.0305	136.155	260.277
1357	150.622	30.9774	136.179	260.088
1358	150.864	30.9252	136.202	259.903
1359	150.758	30.8727	136.226	259.716
1360	150.626	30.8199	136.249	259.528
1361	150.722	30.7675	136.272	259.342
1362	150.427	30.7143	136.295	259.152
1363	150.664	30.6619	136.318	258.965
1364	150.65	30.6095	136.34	258.779
1365	150.719	30.5575	136.364	258.594
1366	150.712	30.5056	136.387	258.409
1367	150.886	30.4543	136.41	258.227
1368	150.809	30.4028	136.433	258.044
1369	150.85	30.3516	136.456	257.862
1370	150.285	30.2986	136.478	257.673
1371	150.778	30.2473	136.501	257.49
1372	150.786	30.1962	136.524	257.309
1373	150.508	30.1442	136.546	257.123
1374	150.384	30.0919	136.569	256.936
1375	150.287	30.0395	136.59	256.748
1376	154.753	30.0014	136.62	256.625
1377	157.579	29.9724	136.653	256.543
1378	154.015	29.932	136.681	256.409
1379	155.44	29.8962	136.711	256.296
1380	152.533	29.8516	136.736	256.143
1381	152.176	29.806	136.761	255.985
1382	152.778	29.7624	136.786	255.836
1383	153.596	29.7214	136.812	255.698
1384	154.338	29.6828	136.84	255.572
1385	154.017	29.6432	136.867	255.44
1386	153.538	29.6022	136.894	255.303
1387	152.434	29.5577	136.918	255.149
1388	152.239	29.5126	136.943	254.993
1389	152.086	29.4672	136.967	254.835
1390	152.26	29.4223	136.991	254.68
1391	152.322	29.3777	137.015	254.526
1392	152.341	29.3333	137.039	254.372
1393	152.247	29.2886	137.063	254.218
1394	152.407	29.2444	137.088	254.065
1395	152.183	29.1997	137.111	253.91
1396	152.214	29.155	137.135	253.756
1397	152.219	29.1105	137.159	253.601
1398	152.466	29.0668	137.183	253.451
1399	152.111	29.0221	137.207	253.295
1400	151.891	28.9767	137.23	253.137
1401	152.109	28.9321	137.254	252.982
1402	151.982	28.8871	137.277	252.826
1403	152.198	28.843	137.301	252.673
1404	152.188	28.7988	137.324	252.519
1405	152.408	28.7554	137.348	252.37
1406	152.355	28.7119	137.372	252.219
1407	153.005	28.6705	137.397	252.079
1408	152.77	28.6284	137.421	251.935
1409	152.511	28.5856	137.445	251.787
1410	152.199	28.5418	137.468	251.635
1411	152.361	28.4986	137.492	251.486
1412	152.647	28.4564	137.516	251.341
1413	152.737	28.4145	137.54	251.198
1414	152.451	28.3718	137.563	251.05
1415	152.421	28.329	137.587	250.903
1416	152.326	28.286	137.61	250.754
1417	152.52	28.2437	137.634	250.609
1418	152.809	28.2023	137.658	250.467
1419	152.624	28.1604	137.682	250.323
1420	152.607	28.1185	137.705	250.179
1421	152.818	28.0774	137.729	250.039
1422	152.924	28.0366	137.753	249.9
1423	152.747	27.9953	137.777	249.758
1424	152.944	27.9547	137.801	249.62
1425	151.818	27.9106	137.823	249.466
1426	151.979	27.8671	137.845	249.314
1427	155.82	27.8358	137.874	249.217
1428	159.131	27.815	137.908	249.167
1429	160.213	27.7975	137.943	249.133
1430	156.739	27.7691	137.973	249.049
1431	154.399	27.7332	137.999	248.931
1432	155.125	27.6996	138.026	248.824
1433	155.622	27.6676	138.053	248.724
1434	156.478	27.6384	138.083	248.636
1435	157.181	27.6113	138.113	248.558
1436	157.291	27.5847	138.143	248.482
1437	157.025	27.5571	138.173	248.402
1438	156.131	27.5267	138.201	248.308
1439	155.131	27.4932	138.228	248.201
1440	154.034	27.4562	138.253	248.078
1441	153.498	27.4176	138.277	247.948
1442	153.633	27.3794	138.302	247.819
1443	153.717	27.3415	138.326	247.692
1444	154.066	27.3048	138.351	247.57
1445	153.934	27.2677	138.376	247.447
1446	153.654	27.2298	138.4	247.319
1447	154.123	27.1934	138.425	247.198
1448	153.942	27.1564	138.449	247.075
1449	154.3	27.1207	138.474	246.957
1450	154.358	27.0851	138.499	246.84
1451	154.011	27.0485	138.524	246.718
1452	154.343	27.0129	138.549	246.601
1453	153.969	26.9762	138.573	246.478
1454	154.035	26.9398	138.598	246.357
1455	154.267	26.9041	138.623	246.239
